Accession	Description	CTRL-IFN	CTRL-VIRUS	CTRL-IFN_VIRUS	IFN-VIRUS	IFN-IFN_VIRUS	VIRUS-IFN_VIRUS
H3BTQ1	Trinucleotide repeat-containing gene 6A protein (Fragment) OS=Homo sapiens OX=9606 GN=TNRC6A PE=1 SV=1	4.456674125	3.485132129	0.883586964	-0.221007578	-2.174152574	-2.754126254
P55199	RNA polymerase II elongation factor ELL OS=Homo sapiens OX=9606 GN=ELL PE=1 SV=1	0.782300752	1.068362532	-1.488492697	0.5459089	-1.534595074	-2.715638145
C9JPC9	Ubiquitin carboxyl-terminal hydrolase 42 (Fragment) OS=Homo sapiens OX=9606 GN=USP42 PE=1 SV=9	-0.831874834	-1.925546074	-3.139774671	-1.054612445	-3.087806145	-2.677150035
Q86YV9	Hermansky-Pudlak syndrome 6 protein OS=Homo sapiens OX=9606 GN=HPS6 PE=1 SV=1	-0.938070597	1.01425575	0.057945977	3.130083989	0.719083736	-2.600173816
Q9NUQ6	SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2	-0.916831444	0.112476049	-1.868549659	0.512564705	-0.240252514	-2.580929761
Q8N3X1	Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3	0.208843636	2.384960895	-0.007581085	2.029725564	-0.179342276	-2.561685707
Q9H116	GDNF-inducible zinc finger protein 1 OS=Homo sapiens OX=9606 GN=GZF1 PE=1 SV=1	-0.746918225	0.599437088	-1.265700685	0.946039237	-0.955947812	-2.542441652
P50238	Cysteine-rich protein 1 OS=Homo sapiens OX=9606 GN=CRIP1 PE=1 SV=3	-0.725679072	0.851935404	-0.846327485	0.012401785	-0.529576145	-2.523197597
Q86YB8	ERO1-like protein beta OS=Homo sapiens OX=9606 GN=ERO1B PE=1 SV=2	-0.70443992	5.252620342	1.237433102	5.414161326	2.470253081	-2.542441652
A0A087WT87	Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A3 PE=1 SV=1	-2.127463134	2.150498172	-0.125529798	3.646919007	1.358641236	-2.484709487
Q96RR1	"Twinkle protein, mitochondrial OS=Homo sapiens OX=9606 GN=TWNK PE=1 SV=1"	-1.57524517	1.952106638	0.097262215	3.146756087	1.084545164	-2.426977323
P61244	Protein max OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1	0.187604483	-1.745190134	-3.244617971	-1.688152145	-3.438040014	-2.369245159
E9PN10	Receptor-binding cancer antigen-expressed on SiSo cells (Fragment) OS=Homo sapiens OX=9606 GN=EBAG9 PE=1 SV=1	2.014171594	2.637459211	-0.649746297	-0.187663383	-2.585296681	-2.350001104
Q9NY97	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2"	-0.725679072	0.689615058	0.084156802	1.296153281	0.490670343	-2.350001104
H0YES2	DEP domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=DEPDC1 PE=1 SV=1	-0.661961615	1.717643916	-0.597324647	1.879676688	0.368849867	-2.311512994
A0A1W2PPI5	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B, isoform CRA_b OS=Homo sapiens OX=9606 GN=INTS6L PE=1 SV=1"	-1.001788054	1.789786292	-0.898749135	2.213118635	-0.605713943	-2.273024885
Q9BXS6	Nucleolar and spindle-associated protein 1 OS=Homo sapiens OX=9606 GN=NUSAP1 PE=1 SV=1	-0.237178566	-1.925546074	-3.021825959	-1.688152145	-3.407584895	-2.234536775
Q9Y2W2	WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1	0.378756855	-0.699125681	-2.038920022	-0.437744844	-3.179171502	-2.215292721
E9PC61	Terminal nucleotidyltransferase 4A (Fragment) OS=Homo sapiens OX=9606 GN=TENT4B PE=1 SV=2	-0.661961615	0.130511643	-1.016697847	1.379513768	-1.351864359	-2.215292721
A0A2R8Y595	Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1	0.357517703	-0.428591771	-2.825244771	-0.887891472	-3.209626621	-2.157560556
A0JLT2	Mediator of RNA polymerase II transcription subunit 19 OS=Homo sapiens OX=9606 GN=MED19 PE=1 SV=2	-1.129222969	-1.618940976	-3.087353021	-1.204661322	-3.163943943	-2.138316501
Q03188	Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2	-0.385852633	-1.348407066	-2.392766159	-0.221007578	-2.128469895	-2.138316501
O00257	E3 SUMO-protein ligase CBX4 OS=Homo sapiens OX=9606 GN=CBX4 PE=1 SV=3	-0.109743651	-1.204122313	-2.169974147	-0.904563569	-2.417793526	-2.119072447
Q9UNN5	FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2	1.823019222	6.046186479	1.040851914	0.79599036	-0.118432038	-2.119072447
P13798	Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	-0.130982804	-0.428591771	-1.449176459	0.329171635	-0.620941502	-2.099828392
E5RGZ2	Homeobox-containing protein 1 OS=Homo sapiens OX=9606 GN=HMBOX1 PE=1 SV=1	-2.658441945	0.112476049	-1.265700685	2.196446538	0.810449093	-2.099828392
A0A0G2JP84	Leukocyte immunoglobulin-like receptor subfamily B member 4 OS=Homo sapiens OX=9606 GN=LILRB4 PE=1 SV=1	-1.702680085	1.212647284	-0.728378772	2.56323268	0.414532545	-2.099828392
P05114	Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3	2.247802271	-0.951623997	-2.104447084	-2.821854765	-4.397376264	-2.099828392
A0A1W2PNZ9	Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens OX=9606 GN=JMJD1C PE=1 SV=1	-0.746918225	0.617472682	-1.842338834	0.145778564	-1.808691145	-2.099828392
Q08378	Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2	-1.023027207	1.483181194	-0.322110985	1.963037175	0.003388438	-2.080584337
P34810	Macrosialin OS=Homo sapiens OX=9606 GN=CD68 PE=1 SV=2	-2.594724488	-0.879481621	-2.510714871	0.996055529	-0.103204478	-2.080584337
Q8TBM8	DnaJ homolog subfamily B member 14 OS=Homo sapiens OX=9606 GN=DNAJB14 PE=1 SV=1	-0.810635682	1.879964262	0.005524327	1.979709272	0.460215224	-2.061340282
Q15424	Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4	-0.831874834	-1.90751048	-2.877666421	-1.354710198	-2.509158883	-2.061340282
Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	-2.467289573	-0.121986673	-1.645757647	1.662939423	-0.179342276	-2.061340282
F8WEF8	Splicing factor ESS-2 homolog OS=Homo sapiens OX=9606 GN=ESS2 PE=1 SV=1	1.780540917	3.521203317	1.604384651	2.396511706	0.947497129	-2.042096228
Q96LA8	Protein arginine N-methyltransferase 6 OS=Homo sapiens OX=9606 GN=PRMT6 PE=1 SV=1	-0.322135176	-0.626983305	-1.069119497	0.212466953	-0.529576145	-2.042096228
I3L3I6	NmrA-like family domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMRAL1 PE=1 SV=8	2.205323966	2.583352429	0.306948815	-0.054286604	-1.32140924	-2.003608118
A0A140T9M0	"HLA class I histocompatibility antigen, Cw-6 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=1"	-2.679681098	0.689615058	-0.964276197	2.529888485	0.825676652	-2.003608118
Q9NZM5	Ribosome biogenesis protein NOP53 OS=Homo sapiens OX=9606 GN=NOP53 PE=1 SV=2	0.378756855	0.094440455	-1.213279035	-0.237679675	-1.473684836	-1.984364063
Q8NFC6	Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2	0.527430922	-1.492691818	-2.222395797	-2.505084915	-3.57508805	-1.984364063
Q8N9N5	Protein BANP OS=Homo sapiens OX=9606 GN=BANP PE=1 SV=3	-2.106223981	0.274796395	-1.173962797	1.896348786	0.26225695	-1.984364063
P29966	Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4	-2.637202793	0.74372184	-0.754589597	2.463200095	0.475442783	-1.984364063
Q9ULG6	Cell cycle progression protein 1 OS=Homo sapiens OX=9606 GN=CCPG1 PE=1 SV=3	-1.384092798	0.779793028	-0.466270522	1.863004591	0.323167188	-1.965120008
Q6ZW49	PAX-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAXIP1 PE=1 SV=2	2.75754193	0.888006592	-0.807011247	-0.471089038	-1.702098228	-1.965120008
P38398	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2	-1.299136188	-0.410556177	-1.685073884	0.162450661	-1.473684836	-1.945875954
P83876	Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1	0.230082788	0.166582831	-0.911854547	0.762646166	-1.123450967	-1.945875954
K7EK77	"ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"	-0.130982804	5.613332222	2.115495739	5.814291663	3.018445224	-1.926631899
Q9UKJ3	G patch domain-containing protein 8 OS=Homo sapiens OX=9606 GN=GPATCH8 PE=1 SV=2	-0.831874834	-1.72715454	-2.287922859	-0.704498401	-2.219835252	-1.926631899
A0A087WY61	Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=1	-0.300896023	-0.879481621	-1.960287547	-0.354384357	-1.9761943	-1.926631899
Q13435	Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	-0.725679072	-1.384478254	-2.563136521	-0.654482109	-2.341655728	-1.907387844
A0A1B0GUD6	Protein Aster-B OS=Homo sapiens OX=9606 GN=GRAMD1B PE=1 SV=1	0.33627855	1.266754066	-0.780800422	1.446202157	-0.148887157	-1.907387844
A0A0A0MRM9	Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1	-0.640722462	-0.590912117	-2.052025434	0.079090174	-1.565050193	-1.907387844
O15213	WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3	-0.577005005	-0.374484989	-1.318122334	0.22913905	-1.123450967	-1.907387844
H0YMN5	Chromatin-remodeling ATPase INO80 OS=Homo sapiens OX=9606 GN=INO80 PE=1 SV=1	0.208843636	0.058369267	-1.252595272	-0.237679675	-0.864582455	-1.907387844
Q7Z7G8	Vacuolar protein sorting-associated protein 13B OS=Homo sapiens OX=9606 GN=VPS13B PE=1 SV=2	0.442474313	1.320860848	0.54284624	0.529236803	-0.011839121	-1.907387844
Q13823	Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1	-0.78939653	-0.067879891	-1.200173622	0.712629874	-1.138678526	-1.907387844
P13196	"5-aminolevulinate synthase, nonspecific, mitochondrial OS=Homo sapiens OX=9606 GN=ALAS1 PE=1 SV=2"	0.060169568	2.294782924	0.752532839	2.146430246	1.084545164	-1.907387844
Q99848	Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2	0.548670075	-2.35840033	-2.982509721	-2.621789596	-3.757818764	-1.888143789
Q96KM6	Zinc finger protein 512B OS=Homo sapiens OX=9606 GN=ZNF512B PE=1 SV=1	-1.808875847	-1.871439292	-3.388777508	-0.304368065	-2.570069121	-1.888143789
Q9UEU0	Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens OX=9606 GN=VTI1B PE=1 SV=3	-0.598244158	2.529245647	0.647689539	2.479872193	1.145455402	-1.888143789
P16401	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	-0.067265346	-3.224108843	-3.611569521	-3.121952517	-4.412603824	-1.888143789
A0A1B0GUG1	Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=1	1.440714478	-0.212164643	-1.069119497	0.312499537	-1.32140924	-1.868899735
O00566	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	-0.555765853	-1.420549442	-2.484504046	-0.737842596	-2.174152574	-1.868899735
P0C7P0	"CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=CISD3 PE=1 SV=1"	0.166365331	1.068362532	0.503530002	1.096088113	-0.483893467	-1.868899735
A0A0G2JH37	Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1	-1.384092798	0.130511643	-1.121541147	1.496218449	0.079526236	-1.84965568
J3KMZ9	Low-density lipoprotein receptor (Fragment) OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1	-0.322135176	3.394954159	0.883586964	0.779318263	0.490670343	-1.84965568
Q9C0J8	pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2	-0.428330938	-1.925546074	-2.563136521	-1.071284543	-2.722344717	-1.830411625
Q14151	Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1	-1.192940426	-2.160008796	-2.772823121	-2.621789596	-3.514177812	-1.830411625
Q15723	ETS-related transcription factor Elf-2 OS=Homo sapiens OX=9606 GN=ELF2 PE=1 SV=2	0.867257361	1.338896442	-1.056014085	0.012401785	-1.625960431	-1.830411625
Q99459	Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2	-0.300896023	-0.771268057	-1.711284709	-0.404400649	-1.747780907	-1.81116757
A0A494BYR6	Kinesin-like protein KIF18B OS=Homo sapiens OX=9606 GN=KIF18B PE=4 SV=1	-1.299136188	-1.691083352	-1.986498372	0.129106466	-1.397547038	-1.81116757
M0QY97	Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=1	-0.683200767	-2.232151172	-3.061142196	-2.121626676	-3.605543169	-1.81116757
Q86U70	LIM domain-binding protein 1 OS=Homo sapiens OX=9606 GN=LDB1 PE=1 SV=2	0.654865837	-0.825374839	-1.842338834	-0.737842596	-1.64118799	-1.81116757
Q8N7H5	RNA polymerase II-associated factor 1 homolog OS=Homo sapiens OX=9606 GN=PAF1 PE=1 SV=2	0.123887026	-1.384478254	-1.973392959	-1.004596153	-2.265517931	-1.791923515
P13612	Integrin alpha-4 OS=Homo sapiens OX=9606 GN=ITGA4 PE=1 SV=3	-1.107983816	1.411038818	-0.073108148	2.329823317	0.703856176	-1.791923515
O15270	Serine palmitoyltransferase 2 OS=Homo sapiens OX=9606 GN=SPTLC2 PE=1 SV=1	-1.447810256	0.274796395	-0.97738161	1.712955715	-0.118432038	-1.791923515
Q15050	Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2	-0.003547889	-0.789303651	-1.973392959	-0.687826304	-2.311200609	-1.772679461
Q7Z333	Probable helicase senataxin OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=4	-0.746918225	-1.240193501	-2.169974147	-0.387728551	-1.778236026	-1.772679461
Q5T200	Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1	0.166365331	-1.150015531	-2.012709197	-1.104628738	-2.6157518	-1.772679461
Q9H6F5	Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1	-1.787636695	-3.043752902	-4.161996845	-1.821528924	-3.605543169	-1.772679461
Q9NVF7	F-box only protein 28 OS=Homo sapiens OX=9606 GN=FBXO28 PE=1 SV=1	0.803539904	0.725686246	-0.754589597	-0.187663383	-2.417793526	-1.772679461
O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	0.357517703	2.366925301	0.293843402	1.662939423	0.155664033	-1.772679461
Q9HAF1	Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1	1.270801258	-3.999639385	-4.266840145	-4.672457571	-5.615581026	-1.753435406
P34910	Protein EVI2B OS=Homo sapiens OX=9606 GN=EVI2B PE=1 SV=2	-1.129222969	2.132462578	0.411792115	2.779969945	1.2215932	-1.753435406
Q92637	High affinity immunoglobulin gamma Fc receptor IB OS=Homo sapiens OX=9606 GN=FCGR1B PE=2 SV=1	-0.768157377	0.5633659	-0.466270522	1.379513768	-0.04229424	-1.753435406
Q5EBM0	"UMP-CMP kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CMPK2 PE=1 SV=3"	-1.554006018	0.960148968	-0.361427222	2.229790733	0.59726326	-1.753435406
Q15059	Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1	-0.683200767	-0.915552809	-2.261712034	-0.58779372	-1.9761943	-1.753435406
Q9BRZ2	E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3	-0.70443992	0.401045553	-0.61043006	0.712629874	-0.194569836	-1.753435406
Q8WXA9	Splicing regulatory glutamine/lysine-rich protein 1 OS=Homo sapiens OX=9606 GN=SREK1 PE=1 SV=1	-0.194700261	0.058369267	-1.095330322	0.162450661	-1.260499002	-1.753435406
Q13950	Runt-related transcription factor 2 OS=Homo sapiens OX=9606 GN=RUNX2 PE=1 SV=2	0.867257361	-1.005730779	-2.183079559	-1.238005516	-2.996440788	-1.734191351
P32246	C-C chemokine receptor type 1 OS=Homo sapiens OX=9606 GN=CCR1 PE=1 SV=1	-1.384092798	1.411038818	-0.492481347	2.56323268	0.292712069	-1.714947296
Q6NXT6	Transmembrane anterior posterior transformation protein 1 homolog OS=Homo sapiens OX=9606 GN=TAPT1 PE=1 SV=1	-0.046026194	0.437116741	-1.501598109	0.629269387	-0.6970793	-1.714947296
O43809	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	0.123887026	-1.077873155	-1.816128009	-1.08795664	-2.387338407	-1.714947296
A0A140T8X0	"HLA class I histocompatibility antigen, alpha chain F (Fragment) OS=Homo sapiens OX=9606 GN=HLA-F PE=1 SV=1"	-5.674401593	0.220689613	-1.816128009	4.847310017	2.729121593	-1.714947296
H3BMM9	RNA-binding protein with serine-rich domain 1 (Fragment) OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1	-0.173461109	-1.600905382	-2.261712034	-1.221333419	-2.372110848	-1.714947296
E7EQ64	Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1	0.123887026	-2.665005428	-2.930088071	-2.505084915	-3.453267574	-1.695703242
Q15007	Pre-mRNA-splicing regulator WTAP OS=Homo sapiens OX=9606 GN=WTAP PE=1 SV=2	0.909735666	-0.879481621	-1.737495534	-1.471414879	-2.813710074	-1.695703242
Q96RQ9	L-amino-acid oxidase OS=Homo sapiens OX=9606 GN=IL4I1 PE=1 SV=1	-1.214179579	1.032291344	-0.82011666	1.696283617	0.307939629	-1.695703242
Q13243	Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1	0.060169568	-0.987695185	-1.632652234	-0.671154206	-1.945739181	-1.695703242
P12270	Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3	-1.384092798	-2.123937608	-2.366555334	-0.721170498	-1.839146264	-1.676459187
H3BT71	"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=1"	-0.470809243	-1.655012164	-2.353449921	-1.438070685	-2.524386443	-1.676459187
E9PEI0	Cell division cycle-associated protein 2 OS=Homo sapiens OX=9606 GN=CDCA2 PE=1 SV=1	-2.339854658	0.220689613	-2.012709197	0.262483245	-1.123450967	-1.676459187
Q9UGU0	Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3	0.824779057	2.601388023	0.516635415	2.013053467	0.977952248	-1.676459187
Q86WA8	"Lon protease homolog 2, peroxisomal OS=Homo sapiens OX=9606 GN=LONP2 PE=1 SV=1"	-0.768157377	1.82585748	0.306948815	2.079741856	0.886586891	-1.676459187
Q5T6F0	DDB1- and CUL4-associated factor 12 OS=Homo sapiens OX=9606 GN=DCAF12 PE=1 SV=1	-0.407091785	0.310867583	-1.265700685	0.812662458	-0.834127336	-1.657215132
Q9BZL1	Ubiquitin-like protein 5 OS=Homo sapiens OX=9606 GN=UBL5 PE=1 SV=1	-0.194700261	1.807821886	0.057945977	1.062743918	-0.37730055	-1.637971077
P13645-CONT	"Keratin, type I cytoskeletal 10 Cont_type=Human skin"	-1.830115	-1.961617262	-2.812139359	-1.071284543	-2.554841562	-1.637971077
O43660	Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1	-0.194700261	-1.582869788	-1.947182134	-0.971251959	-2.189380133	-1.637971077
O43823	A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1	-0.003547889	-0.067879891	-1.226384447	-0.054286604	-1.214816324	-1.618727022
P46087	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2	0.017691264	-0.771268057	-1.685073884	-0.554449525	-1.854373824	-1.618727022
Q9Y5Z4	Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1	1.759301764	3.467096535	0.936008614	-0.387728551	-0.483893467	-1.618727022
Q6DKI2	Galectin-9C OS=Homo sapiens OX=9606 GN=LGALS9C PE=1 SV=2	-2.403572116	1.19461169	-0.217267685	2.996707211	1.373868795	-1.599482968
Q9BXK1	Krueppel-like factor 16 OS=Homo sapiens OX=9606 GN=KLF16 PE=1 SV=1	-0.407091785	-1.474656224	-2.156868734	-1.054612445	-1.900056502	-1.599482968
O60307	Microtubule-associated serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=MAST3 PE=1 SV=2	2.715063625	1.19461169	0.267632577	-1.037940348	-1.595505312	-1.599482968
O43290	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1	-1.023027207	-1.312335878	-2.025814609	-0.52110533	-1.808691145	-1.599482968
Q92674	Centromere protein I OS=Homo sapiens OX=9606 GN=CENPI PE=1 SV=2	-0.088504499	0.076404861	-1.213279035	-0.120974994	-1.32140924	-1.599482968
O00124	UBX domain-containing protein 8 OS=Homo sapiens OX=9606 GN=UBXN8 PE=1 SV=2	-1.915071609	-0.464662959	-1.514703522	1.146104405	0.170891593	-1.599482968
O60674	Tyrosine-protein kinase JAK2 OS=Homo sapiens OX=9606 GN=JAK2 PE=1 SV=2	-1.978789067	0.076404861	-1.147751972	1.579578936	0.414532545	-1.580238913
Q7Z6E9	E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens OX=9606 GN=RBBP6 PE=1 SV=1	-2.212419744	-0.608947711	-1.789917184	-0.087630799	-1.823918705	-1.580238913
A0A1W2PRL0	Golgi SNAP receptor complex member 2 OS=Homo sapiens OX=9606 GN=GOSR2 PE=4 SV=1	-0.470809243	1.068362532	-0.24347851	1.446202157	0.033843557	-1.580238913
Q96GD3	Polycomb protein SCMH1 OS=Homo sapiens OX=9606 GN=SCMH1 PE=1 SV=1	-1.384092798	-1.871439292	-2.353449921	-0.104302897	-1.763008467	-1.580238913
P18206	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	-0.874353139	0.004262485	0.07105139	0.212466953	0.688628617	-1.560994858
P28907	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 OS=Homo sapiens OX=9606 GN=CD38 PE=1 SV=2	-2.849594317	0.5633659	-0.87253831	2.829986237	0.977952248	-1.560994858
O75494	Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1	0.33627855	-0.626983305	-1.501598109	-0.537777428	-1.702098228	-1.560994858
M0QZ09	NAD-dependent protein deacetylase sirtuin-6 (Fragment) OS=Homo sapiens OX=9606 GN=SIRT6 PE=1 SV=8	-0.428330938	1.248718472	-0.87253831	0.495892608	-0.37730055	-1.560994858
P13747	"HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4"	-0.61948331	1.068362532	-0.309005573	1.92969298	0.338394748	-1.560994858
G3V4A5	Mediator of RNA polymerase II transcription subunit 6 OS=Homo sapiens OX=9606 GN=MED6 PE=1 SV=1	-0.577005005	0.74372184	-0.859432897	1.729627812	-0.605713943	-1.541750803
P49756	RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3	-0.428330938	-0.374484989	-1.226384447	0.22913905	-1.123450967	-1.541750803
Q96QC0	Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PPP1R10 PE=1 SV=1	-0.385852633	-1.961617262	-2.287922859	-1.204661322	-2.463476205	-1.541750803
Q9Y324	rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=2 SV=1	0.293800245	0.707650652	-0.479375935	0.512564705	-0.499121026	-1.541750803
E9PG40	Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=1	-0.916831444	0.779793028	-0.636640885	1.596251033	0.170891593	-1.541750803
P49768	Presenilin-1 OS=Homo sapiens OX=9606 GN=PSEN1 PE=1 SV=1	0.102647873	0.851935404	0.12347304	1.696283617	0.368849867	-1.541750803
Q13247	Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2	-0.70443992	-0.572876523	-1.527808934	-0.087630799	-1.199588764	-1.541750803
Q15637	Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4	-0.555765853	-0.861446027	-1.540914347	-0.437744844	-1.488912395	-1.522506748
Q8IYB3	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=2	-0.215939413	-2.755183398	-2.930088071	-2.838526862	-3.742591205	-1.522506748
E9PK91	Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=1	-0.322135176	-3.007681714	-3.336355858	-2.571773304	-3.620770728	-1.522506748
