Accession	Description	CTRL1	CTRL2	CTRL3	IFN1	IFN2	IFN3	VIRUS1	VIRUS2	VIRUS3	IFN_VIRUS1	IFN_VIRUS2	IFN_VIRUS3
Q9Y3B9	RRP15-like protein OS=Homo sapiens OX=9606 GN=RRP15 PE=1 SV=2	1477078.856	1031193.205	1513536.656	1285548.619	1962125.42	2178066.713	1617004.569	1797118.275	4371902.045	4496869.871	5582816.496	3581303.384
P11387	DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	39313625.21	42361335.99	42037954.69	43650678.94	52785256.23	57394837.5	47643698.51	50687783.01	144072716.1	118650766.7	173773389.1	117187679.6
Q9NWH9	SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2	1879795.47	1203046.027	1991011.611	1217474.439	1549004.564	1887044.708	2773995.359	1964022.06	6834982.997	4483389.968	8610555.054	5925849.288
P55265	Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4	241994671.6	176327980.4	176426394.8	283818934.2	307487330.4	299369332.6	152251521.8	176103482.7	188841285.6	345078012.8	355807845.4	369677843.4
P61769	Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1	36314632.17	18238306.24	29370016.96	73417057.68	40277727.02	44924952.83	31356615.9	12456000.07	9886167.797	63920139.4	22791638.48	22990918.2
Q9NWZ3	Interleukin-1 receptor-associated kinase 4 OS=Homo sapiens OX=9606 GN=IRAK4 PE=1 SV=1	5343059.488	3470821.017	3905902.582	4642941.664	3883187.81	2514911.169	5217449.835	6012671.044	4450558.723	1763160.487	1817959.675	2000123.522
Q9Y4K3	TNF receptor-associated factor 6 OS=Homo sapiens OX=9606 GN=TRAF6 PE=1 SV=1	204933.6093	200408.6091	102869.6143	523033.7489	406604.7826	630627.9274	729845.0754	6233668.124	5526409.572	422153.1504	273735.4771	122778.3762
Q01518	Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5	1941480215	3811498476	3846273224	1760819331	1446770425	1572183276	2730623340	4057360076	2695348893	1059479480	1166548699	1146422510
Q58FF6	Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1	1320069.789	2406678.152	2279129.25	2881442.779	1550273.575	1292687.342	1307386.608	4008053.851	4182113.993	117723.4144	3607719.694	1362061.028
E9PJD7	Cysteine and histidine-rich protein 1 OS=Homo sapiens OX=9606 GN=CYHR1 PE=1 SV=1	5183288.441	4861105.543	4785161.563	3536607.909	3874089.058	5380297.453	2620564.88	3400874.069	5247123.502	2730693.63	3253375.195	3804200.375
P49770	Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3	1166336.963	1412528.133	1713273.875	1266282.155	1253014.266	1230385.679	1474248.558	1788384.602	687167.6746	480105.8676	226550.325	303700.002
H0YIN8	Ankyrin repeat domain-containing protein 13A (Fragment) OS=Homo sapiens OX=9606 GN=ANKRD13A PE=1 SV=8	259305.1127	589599.6754	416215.8906	934306.0393	1041668.616	459063.6248	881622.6071	1062902.701	882714.5626	292337.7633	288359.3329	345784.2132
Q9ULP9	TBC1 domain family member 24 OS=Homo sapiens OX=9606 GN=TBC1D24 PE=1 SV=2	607957.8631	1263787.456	849817.0091	816340.3845	1581567.292	745603.3215	1665798.702	1229325.325	3617126.63	1190684.257	1085624.895	520678.7893
A0A140TA32	Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=1	1463373.924	2004301.755	1485521.309	1578360.338	1482637.816	2143375.965	1876137.703	2472711.624	1508600.841	927844.609	872936.0708	1461930.668
O00762	Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1	1446201.637	2012347.05	986633.658	1864218.42	1220863.764	1507234.186	2112759.658	2229915.547	1645250.859	941300.2691	394059.9519	1214555.44
D6RAC5	Single-stranded DNA-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SSBP2 PE=1 SV=2	153404.0395	287673.6839	253095.5961	142753.9383	33060.81155	64517.91388	101072.6207	1292788.329	705633.3921	102826.7864	185273.9652	58052.3902
Q8TAD8	Smad nuclear-interacting protein 1 OS=Homo sapiens OX=9606 GN=SNIP1 PE=1 SV=1	522875.8584	325902.7665	498516.4342	892697.4861	534799.079	493748.229	696579.9558	803919.9019	549158.8583	13769.71832	628883.591	397320.9826
C9JIR6	Protein phosphatase 1B (Fragment) OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1	568210.5622	491167.9626	428567.8498	376655.1625	127526.2636	250128.0456	1307233.922	722231.3131	183847.5112	73559.0158	146099.9136	141938.4321
E7ENY0	Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=1	844241.8261	1165677.786	877647.3594	1526262.153	1002167.07	1161140.312	1371577.903	1506421.541	923321.9725	373759.9486	411027.5737	268742.2733
Q9P0T7	Transmembrane protein 9 OS=Homo sapiens OX=9606 GN=TMEM9 PE=1 SV=1	24165.23253	88133.42047	39023.61257	468015.1648	278554.5752	16215.41922	327395.9268	135299.2064	348486.6567	40473.02016	55401.42972	43144.89223
Q6IA86	Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2	640549.6532	594062.2795	585547.8067	1027508.676	904757.7524	788577.2757	909323.1267	914672.1957	743925.8775	356584.3825	156340.1191	166552.4044
K7EJF0	Centrosomal protein of 89 kDa OS=Homo sapiens OX=9606 GN=CEP89 PE=1 SV=1	306454.9925	117783.737	131721.9219	395321.8533	257695.6132	488336.637	754704.604	171341.9767	659637.5147	16440.91906	65737.26768	44475.18523
Q96C01	Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1	3917929.899	4059233.175	3224671.844	4650428.298	2953741.565	4351618.157	3395706.188	4149867.678	4157271.277	73380.74987	138080.5435	192552.2427
P08047	Transcription factor Sp1 OS=Homo sapiens OX=9606 GN=SP1 PE=1 SV=3	35881.67005	97422.67985	205648.3722	208264.9982	195001.5509	156322.3896	126943.9866	137485.8376	153086.4757	393698.8475	164929.9493	660688.3667
Q86UY6	N-alpha-acetyltransferase 40 OS=Homo sapiens OX=9606 GN=NAA40 PE=1 SV=1	436653.0411	379590.263	501679.734	316341.5059	134109.7105	341899.7193	96639.57173	96379.04365	62587.31008	206796.0414	218956.6757	332110.5211
P50591	Tumor necrosis factor ligand superfamily member 10 OS=Homo sapiens OX=9606 GN=TNFSF10 PE=1 SV=1	333774.1719	89939.65791	248291.1376	955430.8803	694264.2378	234689.1468	97759.14501	121017.4991	45257.71876	386737.7358	361679.0636	252614.0005
P46531	Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=4	328216.7668	155583.3313	55703.8125	74958.91659	118557.9925	65768.09234	47286.58495	51238.09009	75897.37583	192414.812	158429.9163	161330.1193
H7BYP4	Nuclear body protein SP140-like protein OS=Homo sapiens OX=9606 GN=SP140L PE=1 SV=2	47640.23275	6900.315017	25067.44541	122964.7935	13128.96226	121965.9944	97536.95231	46046.23267	110091.5504	275117.721	333913.7089	208200.5005
H0Y8P0	TBC1 domain family member 1 (Fragment) OS=Homo sapiens OX=9606 GN=TBC1D1 PE=1 SV=3	143113.3417	47926.43859	117836.2779	108716.2265	289032.3516	321386.4562	40964.85393	43613.59118	37922.6635	200724.4501	156744.4178	148229.5808
Q86V48	Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2	211811.8971	183164.3296	203456.5156	37070.06478	86693.31421	2656.247107	3201.085108	20457.73009	101831.9402	124525.2706	48806.7607	60470.28108
O60566	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3	179569.1757	3264.382226	76825.69531	215994.7339	173030.7835	185797.7013	17943.55754	70414.39416	29454.70181	95995.9795	95172.33546	52018.76672
O94919	Endonuclease domain-containing 1 protein OS=Homo sapiens OX=9606 GN=ENDOD1 PE=1 SV=2	339088.7981	572488.2799	654918.625	1373921.318	1511317.058	1342579.75	320547.5973	170264.8851	342856.1603	620282.2296	930001.9593	818528.4676
B9EGQ5	Protein Wiz OS=Homo sapiens OX=9606 GN=WIZ PE=1 SV=1	386745.7807	302047.1545	158849.5584	101888.896	34498.69424	123715.4495	118398.5972	219597.5094	335387.3118	643985.8889	1038683.299	619191.2922
Q4LE39	AT-rich interactive domain-containing protein 4B OS=Homo sapiens OX=9606 GN=ARID4B PE=1 SV=2	1212542.514	572705.9998	684316.3342	684559.1187	381187.5475	487016.3754	281146.4558	298873.8967	282204.6471	962279.9028	1178433.023	649419.8625
P78356	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Homo sapiens OX=9606 GN=PIP4K2B PE=1 SV=1	826752.6946	275682.0087	623379.9453	1246506.409	1306538.46	1214242.112	175699.1727	178869.3534	212882.3986	1257224.9	898512.8776	952223.2322
O75362	Zinc finger protein 217 OS=Homo sapiens OX=9606 GN=ZNF217 PE=1 SV=1	214039.7104	61468.7864	90844.85443	135194.2385	152854.2431	114197.8273	721888.1783	59514.45426	355677.7684	168073.4354	708214.5599	744659.3359
H3BTQ1	Trinucleotide repeat-containing gene 6A protein (Fragment) OS=Homo sapiens OX=9606 GN=TNRC6A PE=1 SV=1	499273.844	415393.166	388730.2813	93728.35849	110793.4792	115776.9168	123117.6136	59707.09522	109914.6134	332529.9077	244927.7021	227934.5988
P55199	RNA polymerase II elongation factor ELL OS=Homo sapiens OX=9606 GN=ELL PE=1 SV=1	46191.06888	24378.15877	18332.8418	16095.5509	14679.90344	53406.85284	15229.27506	36306.35311	10619.404	96711.12348	50592.283	16215.32636
C9JPC9	Ubiquitin carboxyl-terminal hydrolase 42 (Fragment) OS=Homo sapiens OX=9606 GN=USP42 PE=1 SV=9	54469.26543	95574.93652	105424.8617	74099.9814	234235.9367	128413.3306	213748.0303	107149.0079	179927.3057	472476.2004	504653.6647	409247.9088
Q86YV9	Hermansky-Pudlak syndrome 6 protein OS=Homo sapiens OX=9606 GN=HPS6 PE=1 SV=1	713150.7419	418488.7257	494923.8879	521640.4636	1006287.395	1190646.35	187448.1434	302952.1267	343018.9071	387047.0557	448803.6547	809547.1311
Q9NUQ6	SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2	596289.9056	453616.5794	431102.0313	610466.9803	1232848.498	871514.5732	478565.8087	448567.9199	506201.3974	1080665.317	1474797.529	2064046.765
Q8N3X1	Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3	213017.1271	214397.2215	206202.4219	74039.51306	364561.3654	206335.8833	114373.3702	34242.21483	80230.30111	247083.0187	134038.6876	202123.7338
Q9H116	GDNF-inducible zinc finger protein 1 OS=Homo sapiens OX=9606 GN=GZF1 PE=1 SV=1	167356.2115	141171.3938	82978.75104	76728.96987	272485.1295	246812.5746	97908.07053	79617.51179	115556.118	185258.9718	391884.7717	318471.6718
P50238	Cysteine-rich protein 1 OS=Homo sapiens OX=9606 GN=CRIP1 PE=1 SV=3	49853.03589	734487.8934	538413.0943	209544.2696	556721.373	522841.2969	175816.5872	813884.6906	358167.1989	349530.602	723453.0574	422155.6433
Q86YB8	ERO1-like protein beta OS=Homo sapiens OX=9606 GN=ERO1B PE=1 SV=2	135466.4275	142738.7809	577892.625	753503.9834	254934.0862	89779.03438	7118.129156	72011.45702	29949.06126	74578.80022	114197.6166	66307.71703
A0A087WT87	Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A3 PE=1 SV=1	470735.8784	257910.6166	391112.6563	856785.3173	778896.0947	810520.1691	177186.0596	109106.1686	161124.8031	393608.8577	419912.2147	334975.5108
Q96RR1	"Twinkle protein, mitochondrial OS=Homo sapiens OX=9606 GN=TWNK PE=1 SV=1"	79850.93733	159968.673	151313.0156	277546.4045	180547.4575	245689.636	71073.09552	53752.23911	44301.32174	135035.6381	106452.2844	137170.2497
P61244	Protein max OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1	689372.5327	184210.5466	286136.9138	472648.4625	165003.7535	460653.8389	524303.3664	218988.2192	999374.2596	2097338.455	1775149.973	1086814.319
E9PN10	Receptor-binding cancer antigen-expressed on SiSo cells (Fragment) OS=Homo sapiens OX=9606 GN=EBAG9 PE=1 SV=1	673303.8812	320319.9874	513875.6462	126822.1796	760565.9358	384261.0538	44237.90171	475100.6849	467549.8056	656908.5296	696069.6468	479036.9586
Q9NY97	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2"	1426504.789	2561775.877	1963143.782	2677328.176	1896898.747	2256162.074	658851.5739	1553309.919	1061443.742	869947.8228	1625137.556	1802379.77
H0YES2	DEP domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=DEPDC1 PE=1 SV=1	601331.7564	910324.631	2626876.188	739446.5243	820769.4864	489970.2382	347967.3317	445092.5166	2433838.126	817298.6196	553978.8677	2991625.051
A0A1W2PPI5	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B, isoform CRA_b OS=Homo sapiens OX=9606 GN=INTS6L PE=1 SV=1"	345030.0973	1827157.025	268925.0719	1016375.083	596258.7032	338094.1594	411493.7496	54375.42077	502718.118	702233.7761	697164.4982	823002.3265
Q9BXS6	Nucleolar and spindle-associated protein 1 OS=Homo sapiens OX=9606 GN=NUSAP1 PE=1 SV=1	372500.3422	277516.3389	456558.4239	467147.7072	324066.4562	394084.9778	388052.2383	627482.7868	2615624.787	1455158.798	2398183.759	1632540.735
Q9Y2W2	WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1	250053.2202	1685637.298	1285190.574	249824.9237	360785.7144	500298.469	274065.9542	1502589.662	2540594.02	3731849.281	3967071.46	2242725.017
E9PC61	Terminal nucleotidyltransferase 4A (Fragment) OS=Homo sapiens OX=9606 GN=TENT4B PE=1 SV=2	258408.6343	98290.21237	131161.7698	199843.1884	245348.6713	242823.0642	90255.95429	140277.165	154944.5673	504870.6064	478817.9345	228174.2723
A0A2R8Y595	Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1	867888.4892	627640.0766	671353.2255	607701.5072	497114.0749	503997.3928	689179.0321	845259.1217	2583804.878	1823667.98	3446277.419	2664736.863
A0JLT2	Mediator of RNA polymerase II transcription subunit 19 OS=Homo sapiens OX=9606 GN=MED19 PE=1 SV=2	293241.6189	209495.6482	347099.2816	235905.0158	347212.4224	408434.0343	415962.8417	441068.9204	984291.4227	1304348.772	1273199.216	823325.5053
Q03188	Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2	839064.9694	1013222.034	689316.1609	983560.9277	1055012.811	1140273.212	686289.3543	432902.9204	1930645.952	3104323.708	4091754.374	1493853.24
O00257	E3 SUMO-protein ligase CBX4 OS=Homo sapiens OX=9606 GN=CBX4 PE=1 SV=3	607337.2174	957305.9935	358657.7265	810210.2095	717217.2556	687147.7353	839239.6718	398608.9169	1207074.802	1395172.226	2112378.371	1599717.954
Q9UNN5	FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2	4186030.526	2763360.517	3340705.625	1345855.187	1419959.406	1835112.686	478959.8221	874423.0995	820048.5429	2019684.422	1392360.685	1332652.179
P13798	Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	3435020.989	3975111.7	346474.1402	2907392.683	2823505.459	3582722.056	504508.0987	4924501.062	2220378.726	2409958.595	2362376.66	2862837.479
E5RGZ2	Homeobox-containing protein 1 OS=Homo sapiens OX=9606 GN=HMBOX1 PE=1 SV=1	183272.9291	2353293.624	2778125.053	4207037.547	5011744.664	1851724.226	99676.20636	728806.1345	3207995.625	336666.0494	2014127.569	3502841.383
A0A0G2JP84	Leukocyte immunoglobulin-like receptor subfamily B member 4 OS=Homo sapiens OX=9606 GN=LILRB4 PE=1 SV=1	8095271.538	5689501.821	4949187.053	10204095.74	10955696.03	8749675.912	4028344.883	2722707.736	3026282.275	7172234.691	6751158.161	7429497.136
P05114	Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3	421462.6518	445400.4301	207808.3281	321635.2852	102982.4379	181347.5457	259117.1307	570696.1475	939992.5682	1165863.405	1211494.017	1242296.034
A0A1W2PNZ9	Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens OX=9606 GN=JMJD1C PE=1 SV=1	922282.9909	970392.9999	851337.0673	989320.3069	1047501.342	1331834.663	1158759.76	990801.0546	1643768.335	3173762.877	2722005.442	2162942.704
Q08378	Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2	773368.3754	701654.0818	531150.4521	1037504.319	864296.3169	974238.9054	592947.4952	462889.6912	218535.6567	857077.805	702011.3757	688073.5704
P34810	Macrosialin OS=Homo sapiens OX=9606 GN=CD68 PE=1 SV=2	1021526.577	2386949.245	2689503.892	4795043.808	4309955.392	4176761.926	7531084.428	2099652.579	1345119.48	8838293.484	2153272.667	2677319.602
Q8TBM8	DnaJ homolog subfamily B member 14 OS=Homo sapiens OX=9606 GN=DNAJB14 PE=1 SV=1	1240990.724	748051.7748	537042.9688	343223.4326	1102683.814	938917.1918	196994.729	397665.8397	415629.5629	1084965.178	594904.8718	855594.3057
Q15424	Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4	8425714.681	11944098.58	10036560.2	7178740.66	14591747.44	21047919.38	11700976.59	16737595.06	51667389.27	34030624.89	55274492.3	37736255.04
Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	36145905.57	22623419.49	26502244.8	59831490.91	45000153.65	35757844.4	31529782.21	23121535.29	27635271.45	51067966.51	43187404.96	46245122.07
F8WEF8	Splicing factor ESS-2 homolog OS=Homo sapiens OX=9606 GN=ESS2 PE=1 SV=1	366241.6259	759331.778	309904.8886	288893.408	211701.1614	571382.7622	24576.78193	155598.9764	189584.5652	118455.6591	264630.163	236688.4823
Q96LA8	Protein arginine N-methyltransferase 6 OS=Homo sapiens OX=9606 GN=PRMT6 PE=1 SV=1	37933.7684	60503.92275	113064.6079	40383.92412	120256.8136	84472.82398	104312.5251	74416.40965	64261.97224	78977.87144	151017.1952	140306.0175
I3L3I6	NmrA-like family domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMRAL1 PE=1 SV=8	821811.9724	290010.4506	583437.7969	145512.8692	205363.9669	215420.5162	153801.3411	168436.8239	221938.3954	220566.313	3315302.751	202102.1545
A0A140T9M0	"HLA class I histocompatibility antigen, Cw-6 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=1"	40941002.11	25997672.76	22972793.2	71417040.37	55511364.93	62582691.71	16528302.54	20485242.66	17622328.89	46055576.07	39498180.31	33555218.84
Q9NZM5	Ribosome biogenesis protein NOP53 OS=Homo sapiens OX=9606 GN=NOP53 PE=1 SV=2	1876068.598	2390562.837	2573855.272	2347661.569	2262701.908	2432259.405	1429719.689	1359226.514	3586892.868	3761095.36	5089002.996	4018248.071
Q8NFC6	Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2	318098.7946	199151.7912	287918.4689	177564.422	175022.0434	167604.4695	390343.8089	342969.819	722017.3951	780538.3169	964047.0168	545079.523
Q8N9N5	Protein BANP OS=Homo sapiens OX=9606 GN=BANP PE=1 SV=3	9578363.307	6097999.172	6120682.074	13784724.62	15442480.98	12412777.87	5604923.824	4849844.381	4867949.341	10917099.87	11275463.81	10392584.19
P29966	Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4	917943.3001	461939.0637	366777.2461	1578515.351	1073814.267	1172598.337	477719.9688	389691.4849	365968.4269	895058.7687	677022.6625	809235.4926
Q9ULG6	Cell cycle progression protein 1 OS=Homo sapiens OX=9606 GN=CCPG1 PE=1 SV=3	793009.8725	1060332.684	1223793.438	1982470.746	2235789.008	1736684.459	1081112.558	906481.2328	1029902.609	1510601.185	3032791.746	2589511.792
Q6ZW49	PAX-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAXIP1 PE=1 SV=2	322019.2338	271442.9964	176487.6852	257469.3034	329494.0305	35981.55711	228499.4926	282589.9234	352672.9486	464679.4484	558757.8794	473680.0166
P38398	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2	454915.9135	409411.9484	456961.9982	443372.8063	464534.584	792612.3098	384557.9015	423240.6354	807726.5133	949708.9096	1167936.227	1009747.812
P83876	Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1	332674.9306	1682819.388	1265490.188	862264.9871	850117.6692	1610707.456	789090.5157	482083.9513	1841391.015	1481629.35	2088846.487	2070951.45
K7EK77	"ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"	25378922.96	20303783.15	15461456.97	23530804.66	18379334.73	18406900.99	1251319.576	1838659.607	3281207.209	2586311.175	5504806.297	3513730.88
Q9UKJ3	G patch domain-containing protein 8 OS=Homo sapiens OX=9606 GN=GPATCH8 PE=1 SV=2	642300.4591	782563.3423	885740.8315	663237.642	1324685.796	1116830.572	1617237.987	1167301.284	1979593.574	3025976.308	2644447.468	2963878.417
A0A087WY61	Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=1	45916971	63454943.67	58927179.13	60133429.63	66687838.69	63009191.65	57258973.79	60099235.51	148602696.7	117260417.6	172250607.6	120668435.5
Q13435	Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	22593748.15	24603083.13	23974003.75	26622873.21	32833469.23	32728011.42	25943223.24	30490605.61	101936337.1	58068410.39	105682993	67736226.31
A0A1B0GUD6	Protein Aster-B OS=Homo sapiens OX=9606 GN=GRAMD1B PE=1 SV=1	1290602.557	1694376.644	3031391.493	1204818.069	1475163.274	3381887.523	663252.5009	960365.5673	709330.5694	1591373.713	2159437.648	1580073.961
A0A0A0MRM9	Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1	6258670.322	7894729.297	7238563.703	10287251.9	10439284.13	10371222.08	7633162.477	8585692.709	12636164	14382381.79	18817555.98	14552166.77
O15213	WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3	2659843.518	4370954.325	4133010.155	3676274.532	4898702.343	5239601.777	3454994.883	3124957.675	5728175.806	7585947.555	8273860.353	6723082.035
H0YMN5	Chromatin-remodeling ATPase INO80 OS=Homo sapiens OX=9606 GN=INO80 PE=1 SV=1	1562889.955	1256673.417	1303113.227	1117296.549	1259519.648	1202518.399	1282347.492	2388053.472	1460665.985	1604950.806	1511620.895	1727400.525
